codigo;nome_do_pregao;codigo_de_negociacao;cnpj;atividade_principal;classificacao_setorial;escriturador
RSID;ROSSI RESID;RSID3;22/07/1997;61.065.751/0001-80;Compra e venda de imóveis. desmembramento e loteamento de terrenos. incorporação imobiliária. construção de imóveis destinados à venda. e a participação em outras sociedades.;BRADESCO
RSME;RINCAO S MIG;;08.147.432/0001-31;;;
RSTE;REALESTATE;;17.947.906/0001-10;;;
RSUL;RIOSULENSE;RSUL4;08/12/1988;85.778.074/0001-06;;BRADESCO
RSVT;RUASINVEST;;06.101.196/0001-97;;;
RTBD;BANDEIRANTES;;60.509.239/0001-13;;;
RTCQ;CONCESROTA D;;08.533.336/0001-21;;;
RTEP;RT071 EMPREE;;37.678.809/0001-87;;;
RVAC;RVACONSTRUCO;;36.764.843/0001-01;;;
RVEN;;;;;;
RVLO;REVELO COMPA;;37.863.381/0001-42;;;
RVTA;REVITAENG;;08.623.970/0001-55;;;
RZKB;RZKBIOGAS02S;;39.617.594/0001-10;;;
SAAB;AGUASDOBRASI;;09.266.129/0001-10;;;
SAAM;;;;;;
SAAS;AGUA AZULSPE;;24.905.442/0001-45;;;
SABP;RIOSANEAMENT;;42.292.007/0001-74;Exploração de serviços públicos de fornecimento de água e esgotamento sanitário. atuando como instituição integrante do sistema de saneamento do Bloco III do Rio de Janeiro.;Não Classificados / Não Classificados / Não Classificado;EMPRESA
SACV;SACAVALCANTE;;08.056.195/0001-01;;;
SAEL;ENERGISA PB;;09.095.183/0001-40;Concessionária de serviço público de distribuição de energia elétrica.;Não Classificados / Não Classificado / Não Classificados;ITAU CORRETORA ACOES
SAEN;SAFIRA ENERG;SAEN3;24/03/2023;13.522.948/0001-59;"Holdings de instituições financeiras e não financeiras; geração e comercialização de energia em todas as suas formas; assessoria empresarial; manutenção e gestão de sistema fotovoltaico. dentre outros";ITAU CORRETORA ACOES
SAFR;JSAFRABM;;03.017.677/0001-20;;;
SAGA;SAGA;;09.102.044/0001-05;;;
SAIP;SALUS INFRA;;15.494.541/0001-90;Infraestrutura Portuária;Bens Industriais / Transporte / Serviços de Apoio e Armazenagem;ITAUBANCO - ACOES
SAJE;SAOJOAOENERG;;09.591.486/0001-54;;;
SAMM;SAMM;;10.665.151/0001-12;;;
SANB;SANTANDER BR;SANB11;03/04/2007;90.400.888/0001-42;Banco Múltiplo com Carteira Comercial;SANTANDER
SAPE;SAPORE S.A.;;67.945.071/0001-38;;;
SAPR;SANEPAR;SAPR11;03/05/2002;76.484.013/0001-45;EXPLORAÇÃO DE SERVIÇOS PÚBLICOS E DE SISTEMAS PRIVADOS DE ABASTECIMENTO DE ÁGUA. DE COLETA. REMOÇÃO E DESTINAÇÃO FINAL DE EFLUENTES E RESÍDUOS SÓLIDOS DOMÉSTICOS E INDUSTRIAIS E SEUS SUBPRODUTOS.;BRADESCO
SAQI;SABARAQUIMIC;;12.884.672/0001-96;;;
SASS;SOCADMESTSER;;08.280.626/0001-00;;;
SAUC;USINACORUIPE;;12.229.415/0001-10;;;
SAVC;;;;;;
SAXC;SAXCFI;;07.747.410/0001-40;;;
SB15;;;;;;
SB16;;;;;;
SB17;;;;;;
SB18;;;;;;
SB19;;;;;;
SB20;;;;;;
SB21;;;;;;
SBBO;SBBONSUCESSO;;09.011.240/0001-66;;;
SBFC;;;;;;
SBFG;GRUPO SBF;SBFG3;17/04/2019;13.217.485/0001-11;"A Companhia tem por objeto social (a) administração de bens próprios; e. (b) a participação. como sócia ou acionista. em outras empresas.";ITAU CORRETORA ACOES
SBHM;BAHAMAS S/A;;17.745.613/0001-50;;;
SBSP;SABESP;SBSP3;04/06/1997;43.776.517/0001-80;Abastecimento de água. esgotamento sanitário. drenagem e manejo de águas pluviais urbanas. limpeza urbana. manejo de resíduos sólidos e energia.;BRADESCO
SCAR;SAO CARLOS;SCAR3;20/09/1999;29.780.061/0001-09;"Compra e venda de imóveis prontos ou a construir; locação de bens imóveis; administração de empreendimentos imobiliários próprios ou de terceiros; exercício de outras atividades correlatas; e outros";ITAU CORRETORA ACOES
SCAZ;SECULUS;;34.516.088/0001-10;;;
SCCC;CIA SEC BMG;;27.137.879/0001-74;;Não Classificados / Não Classificado / Não Classificados;EMPRESA
SCDI;SICREDIBM;;01.181.521/0001-55;;;
SCFR;;;;;;
SCGH;SCGIII;;15.315.788/0001-00;;;
SCHI;BCVBM;;50.585.090/0001-06;;;
SCID;SECID;;43.395.177/0001-47;;;
SCIV;SEC VERT SA;;33.824.597/0001-48;;;
SCLL;;;;;;
SCLN;SCALINA;;61.149.886/0001-24;;;
SCMR;SC2 MARANHÃO;;09.653.566/0001-97;;;
SCNA;SCANIABM;;11.417.016/0001-10;;;
SCPT;;;;;;
SCPW;SANTACRUZ;;02.150.533/0001-85;;;
SCRC;SCRIICOMPSEC;;41.934.448/0001-60;;;
SCSI;;;;;;
SCVR;CIASECVERT 2;;34.354.458/0001-60;;;
SDBM;VOTOSIDER;;60.892.403/0001-14;;;
SDMH;SERRA DO MEL;;30.342.595/0001-24;;;
SEBS;SEB EDUCA BR;;56.012.628/0001-61;;;
SEER;SER EDUCA;SEER3;29/10/2013;04.986.320/0001-13;"Desenvolvimento e a administração de atividades e instituições no setor de educação e outras áreas associadas; administração de bens e negócios próprios; e participação em outras sociedades.";ITAU CORRETORA ACOES
SEGE;SERENA GER;;09.149.503/0001-06;Geração e comercialização de energia elétrica ou Participação. direta ou por meio de joint venture. consórcio ou qualquer outra sociedade. em ativos que já tenham atingido a fase operacional.;Utilidade Pública / Energia Elétrica / Energia Elétrica;ITAU CORRETORA ACOES
SEHO;SEEDCORP;;20.089.631/0001-36;;;
SENF;SENFFCFI;;11.970.623/0001-03;;;
SEQL;SEQUOIA LOG;SEQL3;07/10/2020;01.599.101/0001-93;Logística.transporte rodoviário de cargas em geral. municipal. intermunicipal. estadual e interestadual. serviços de entrega rápida e carga e descarga. dentre outros.;ITAU CORRETORA ACOES
SERI;;;;;;
SERJ;SERTANEJA;;26.885.182/0001-19;;;
SERS;SERRA DO SER;;35.785.876/0001-75;;;
SFAG;SUPERFRIO;;02.060.862/0011-07;;;
SFBR;BRASILEIRAPA;;00.257.427/0001-70;;;
SFCL;;;;;;
SFDE;;;;;;
SFDO;;;;;;
SFEN;;;;;;
SFNO;;;;;;
SFON;;;;;;
SFPS;;;;;;
SFSA;SOFISABM;;60.889.128/0001-80;;;
SFTE;;;;;;
SFTP;;;;;;
SGAB;;;;;;
SGCE;PROSEGPART;;11.316.844/0001-62;;;
SGOI;SUGOI S/A;;13.584.310/0001-42;;;
SGPS;SPRINGS;SGPS3;27/07/2007;07.718.269/0001-57;;ITAU CORRETORA ACOES
SHOW;TIME FOR FUN;SHOW3;13/04/2011;02.860.694/0001-62;Atuação no setor de entretenimento ao vivo. através da operação de casas de espetáculos e de bilheterias. da comercialização de alimentos. bebidas e produtos promocionais e da negociação de patrocínio;BRADESCO
SHUL;SCHULZ;SHUL4;10/01/1995;84.693.183/0001-68;Indústria Metalúrgica;BRADESCO
SIAC;;;;;;
SIAG;;;;;;
SIFC;SIFCO;;60.499.605/0001-09;;;
SIII;PALMARIII;;19.869.512/0001-17;;;
SIMH;SIMPAR;SIMH3;18/09/2020;07.415.333/0001-20;Participação em outras sociedades empresariais. como sócia ou acionista.;BRADESCO
SIMK;;;;;;
SIMO;SIMÕES TRANS;;31.326.865/0001-76;;;
SINO;SINOSSERRACF;;22.639.377/0001-28;;;
SISE;SOBRALSOLAR;;23.912.366/0001-32;;;
SITR;;;;;;
SIVR;ABDEN SILV;SIVR39;;;;
SJQM;;;;;;
SJTN;;;;;;
SKIN;;;;;;
SKME;;;;;;
SKMK;;;;;;
SKMT;;;;;;
SKYS;SKYSITES S/A;;16.642.469/0001-64;;;
SLAD;;;;;;
SLCE;SLC AGRICOLA;SLCE3;15/06/2007;89.096.457/0001-55;Produção e comercialização de algodão. soja. milho. sementes. engorda de bovinos entre outros.;ITAU CORRETORA ACOES
SLFM;;;46.054.219/0001-74;;;
SLFN;CCBBRASILCFI;;92.764.489/0001-96;;;
SLFT;;;22.902.694/0001-95;;;
SLOU;;;18.580.161/0001-67;;;
SLRI;;;01.633.840/0001-54;;;
SLUA;SAMAR;;16.832.157/0001-13;;;
SLUD;SALUSII;;13.015.875/0001-09;;;
SLUS;SALUS;;09.426.513/0001-33;;;
SLVI;SOLVIPART;;02.886.838/0001-50;;;
SLXB;VE STEEL ETF;SLXB39;;;;
SLZG;SANTA LUZ;;34.745.410/0001-83;;;
SMAH;SMARTNET;;04.797.621/0001-07;;;
SMFT;SMART FIT;SMFT3;26/02/2018;07.594.978/0001-78;A Companhia tem como atividade preponderante a prestação de serviços de condicionamento físico. por meio de academias de ginástica. musculação. dança e natação.;BTG PACTUAL SERVIÇOS FINANCEIROS SA DTVM
SMIT;;;;;;
SMRJ;SMART RJ CON;;36.125.692/0001-41;;;
SMRR;SMARTRIO;;11.135.814/0001-50;;;
SMTM;;;60.518.222/0001-22;;;
SMTO;;SMTO3;12/02/2007;51.466.860/0001-56;Fabricação e comércio de açúcar. álcool e derivados.;BTG PACTUAL SERVIÇOS FINANCEIROS SA DTVM
SMTS;;;;;;
SNAR;;;;;;
SNBP;;;73.903.718/0001-61;;Não Classificados / Não Classificados / Não Classificado;ITAU CORRETORA ACOES
SNDA;;;01.937.635/0001-82;;;
SNGO;;;01.616.929/0001-02;;Não Classificados / Não Classificados / Não Classificado;BRADESCO
SNII;;;19.896.691/0001-81;;;
SNIV;PALMARIV;;19.888.199/0001-64;;;
SNRA;;;47.902.283/0001-20;;;
SNRO;;;35.198.517/0001-11;;;
SNST;;;02.724.983/0001-34;Tratamento de esgoto do município de Salto-SP;Utilidade Pública / Água e Saneamento / Água e Saneamento;SANESALTO SANEAMENTO S.A.
SNSY;;SNSY5;04/06/1986;14.807.945/0001-24;INDÚSTRIA E COMÉRCIO DE ARTEFATOS PLÁSTICOS;SANSUY S.A. INDUSTRIA DE PLASTICOS
SNTN;;;05.503.849/0001-00;;;
SNVI;;;19.944.650/0001-13;;;
SOAR;;;10.291.050/0001-29;;;
SOCI;;;03.881.423/0001-56;;;
SOEM;;;;;;
SOFS;;;40.004.380/0001-57;;;
SOIN;;;;;;
SOJA;BOA SAFRA;SOJA3;29/04/2021;10.807.374/0001-77;Produção de sementes certificadas. exceto de forrageiras para pasto. Comércio atacadista de sementes. flores. plantas e gramas.;ITAU CORRETORA ACOES
SOLT;;;;;;
SOLU;;;;;;
SOND;;SOND5;19/08/1980;33.386.210/0001-19;Serviços de Engenharia.;ITAU CORRETORA ACOES
SONR;;;;;;
SORO;;;04.814.563/0001-74;;;
SOTE;;;;;;
SOTR;;;;;;
SP1E;;;;;;
SP3R;SPE 3R PETRO;;33.443.860/0001-59;;;
SPAD;;;;;;
SPCM;;;23.361.306/0001-79;;;
SPEB;;;21.140.194/0001-09;;;
SPEE;SPETURBINA16;;15.008.729/0001-81;;;
SPEV;;;;;;
SPIC;;;;;;
SPIF;;;09.719.882/0001-14;;;
SPIV;;;24.069.089/0001-00;;;
SPLV;;;29.532.071/0001-17;;;
SPMA;;;09.191.336/0001-53;;;
SPND;;;45.083.219/0001-30;;;
SPRZ;;;20.514.555/0001-69;;Utilidade Pública / Energia Elétrica / Energia Elétrica;ITAU CORRETORA DEBENTURES
SPVI;;;02.735.385/0001-60;;;
SQOI;;;11.916.190/0001-08;;;
SRCS;;;31.345.064/0001-58;;;
SRDO;;;12.848.783/0001-47;;;
SRGI;DELTA SUCRO;;13.537.735/0001-09;;;
SRNA;;SRNA3;27/12/2021;42.500.384/0001-51;"Atividades de prospecção. estudos. projetos. construção. geração e manutenção de ativos de energ. elét. renov.; comerc. energ. elét.; criar e desenv. sist. info.; fazer estudos. dentre outros.";ITAU CORRETORA ACOES
SRNP;;;;;;
SRNV;SERTAOENERGI;;17.613.432/0001-70;;;
SROP;BRKRIODASOST;;09.356.040/0001-45;;;
SRQE;;;;;;
SRRH;SERRAS;;20.917.721/0001-78;;;
SRTI;;;23.907.723/0001-74;;;
SRTV;;;17.247.925/0001-34;;;
SRVA;;;50.268.838/0001-39;;;
SSAP;;;;;;
SSCF;;;32.247.733/0001-11;;;
SSMB;;;;;;
SSRU;ASSURUAISPE;;23.778.492/0001-46;;;
SSSC;SUPERSIM SEC;;35.881.094/0001-30;;;
SSTN;EOLICASERRAS;;12.848.401/0001-85;;;
STAH;SETAH;;19.560.282/0001-00;;;
STBP;;STBP3;21/11/2007;02.762.121/0001-04;A Companhia tem por objeto a exploração portuária através de operações com contêineres. carga geral. veículos. granéis ou afins. operações de logística integrada e a participação em outras sociedades.;ITAU CORRETORA ACOES
STCL;;;;;;
STCO;;;;;;
STEB;;;13.127.015/0001-67;;;
STEN;;;09.391.823/0001-60;Desenvolvimento do projeto de implementação da UHE Santo Antônio e seu sistema de transmissão. assim como a condução de todas as atividades necessárias à construção. operação. manutenção e exploração.;Utilidade Pública / Energia Elétrica / Energia Elétrica;ITAU CORRETORA ACOES
STEP;;;08.685.391/0001-37;;;
STER;;;;;;
STGD;STATEGRID;;11.938.558/0001-39;;;
STKF;;;00.622.416/0001-41;A Companhia atua no ramo de geração de energia elétrica por meio de fontes renováveis.;Utilidade Pública / Energia Elétrica / Energia Elétrica;BRADESCO
STLC;;;20.611.180/0002-36;;;
STLV;PALMARV;;19.868.433/0001-91;;;
STNG;STONE PAGA;;16.501.555/0001-57;;;
STOC;;STOC31;;31.752.270/0001-82;;
STRO;;;03.964.292/0001-70;;;
STRZ;;;;;;
STSN;TRANSNORDEST;;05.991.437/0001-58;;;
STTE;;;;;;
STVI;PALMARI;;19.869.355/0001-40;;;
STVT;SANTINVESTCF;;00.122.327/0001-36;;;
SUAM;;;;;;
SUCU;CHSUCURI;;23.509.244/0001-08;;;
SUHA;;;;;;
SULD;SULAMERICANA;;11.517.841/0001-97;;;
SULP;;;;;;
SUMI;GIGAMAIS;;07.714.104/0001-07;A atividade principal da Companhia são os serviços de comunicação multimídia. atividade secundária serviços de telefonia comutada. construção e manutenção de redes de telecomunicação. dentre outras.;Comunicações / Telecomunicações / Telecomunicações;OLIVEIRA TRUST
SUPP;;;;;;
SUPQ;;;;;;
SUSU;;;;;;
SUTE;SUSTENTASA;;14.568.419/0001-59;;;
SUZB;;SUZB3;05/08/2004;16.404.287/0001-55;Indústria e Comércio de Papel e Celulose;ITAU CORRETORA ACOES
SVEA;;;40.263.170/0001-83;Gerenciamento e valorização de resíduos. bem como. prestação de serviços de atendimento a emergência.;Não Classificados / Não Classificado / Não Classificados;EMPRESA
SVII;;;19.888.311/0001-67;;;
SVIT;SANTAVITORIA;;12.094.666/0001-35;;;
SVIX;PALMARIX;;19.891.491/0001-36;;;
SVTR;VITORIAENERG;;18.156.217/0001-50;;;
SVTX;PALMARX;;19.917.214/0001-55;;;
SVXI;;;20.593.647/0001-81;;;
SVXX;;;;;;
SWLS;;;;;;
SXII;PALMARXII;;20.586.118/0001-50;;;
SYNE;;SYNE3;09/08/2007;08.801.621/0001-86;Desenvolvimento. locação. administração e operação de imóveis comerciais;BRADESCO
TAEE;TAESA;TAEE11;27/10/2006;07.859.971/0001-30;Transmissão de Energia Elétrica.;BTG PACTUAL SERVIÇOS FINANCEIROS SA DTVM
TAML;TAM L.AEREAS;;02.012.862/0001-60;;;
TANA;;;;;;
TASA;TAURUS ARMAS;TASA4;24/05/1982;92.781.335/0001-02;Indústria e comércio de armas;ITAU CORRETORA ACOES
TAVX;;;61.520.607/0001-97;;;
TBAP;;;;;;
TBCR;;;09.074.183/0001-64;Realização sob o regime de concessão. mediante cobrança de pedágio da exploração da infra-estrutura e da prestação de serviço público e obras;Não Classificados / Não Classificados / Não Classificado;EMPRESA
TBEG;;;23.080.281/0001-35;;;
TBIL;GX T BILL;TBIL39;;;;
TBPA;TEMBICI PART;;13.794.869/0001-05;;;
TCIB;TCIBPO;;03.311.116/0001-30;;;
TCII;AESTUCHOLDII;;34.623.550/0001-89;;;
TCIP;;;;;;
TCPA;;;12.919.786/0001-24;Exploração de instalações portuárias e de área. atividade de operador portuário. de movimentação e armazenagem de carga e contêineres. veículos automotivos. bens. produtos e equipamentos.;Não Classificados / Não Classificado / Não Classificados;ITAUBANCO - DEBENTURES
TCRY;TRICURYBM;;57.839.805/0001-40;;;
TCSA;TECNISA;TCSA3;01/02/2007;08.065.557/0001-12;Incorporação. compra e venda de imóveis prontos e a construir. locação e administração de bens imóveis. construção de imóveis e a prestação de serviço de consultoria imobiliária.;BTG PACTUAL SERVIÇOS FINANCEIROS SA DTVM
TCUL;TERRAINDSLTD;;06.105.854/0001-19;;;
TDNR;;;;;;
TDSP;;;19.394.639/0001-27;;;
TECG;;;;;;
TECN;TECHNOS;TECN3;01/07/2011;09.295.063/0001-97;A Companhia tem por objeto social a participação em outras sociedades. como sócia ou acionista. no país ou no exterior.;ITAU CORRETORA ACOES
TECU;;;;;;
TEGA;;TEGA3;24/05/2021;30.213.493/0001-09;A Companhia tem como foco de suas atividades a incorporação e construção de empreendimentos residenciais de médio e alto padrão.;ITAU CORRETORA ACOES
TEGT;TRAMSITATIBA;;24.917.078/0001-33;;;
TEIU;EOLICATEIU;;14.570.839/0001-70;;;
TEKA;;TEKA4;21/04/1988;82.636.986/0001-55;Fabricação de artigos de Cama. Mesa e Banho;BRADESCO
TELB;TELEBRAS;TELB4;09/03/1989;00.336.701/0001-04;Consecução e execução das Políticas Públicas de Telecomunicação (Decreto 9.612/2018).;BRADESCO
TEMA;TERRAMARINVE;;91.411.181/0001-02;;;
TENC;TENCOSHOP;;03.065.552/0001-76;;;
TEND;;TEND3;04/05/2017;71.476.527/0001-35;;ITAU CORRETORA ACOES
TENG;;;;;;
TEPA;BR TECNO;;35.764.708/0001-01;"Participação em sociedades. administração de negócios; análise de necessidades. especificação técnica; assessoria em sistemas/equipamentos de informática; gerência de projetos de informática.";Tecnologia da Informação / Computadores e Equipamentos / Computadores e Equipamentos;BTG PACTUAL SERVIÇOS FINANC. S.A. DTVM
TEPE;TERM. PE III;;10.502.676/0001-37;Implantação e exploração de empreendimentos de geração de energia elétrica e infra¬estrutura correlata. comercialização de energia elétrica gerada em tais empreendimentos.;Utilidade Pública / Energia Elétrica / Energia Elétrica;ITAU CORRETORA ACOES
TESP;TRANSSP;;10.997.565/0001-49;;;
TFBR;;;11.389.394/0001-38;;;
TFCM;FORTUNA;;07.117.240/0005-43;;;
TFCO;TRACK FIELD;TFCO4;26/10/2020;59.418.806/0001-47;Atuação no varejo dos setores de vestuário. acessórios e calçados. dentre outros.;ITAU CORRETORA ACOES
TFLE;LOCALFLEET;;02.286.479/0001-08;Gestão de frotas;Não Classificados / Não Classificados / Não Classificado;EMPRESA
TFSP;TEFE;;17.370.002/0001-75;;;
TGMA;TEGMA;TGMA3;03/07/2007;02.351.144/0001-18;Prestação de serviços de logística para a indústria automotiva. química e de bens de consumo. como o transporte. gerenciamento de estoques e pátios. atividades de armazém geral. PDI. dentre outras.;ITAU CORRETORA ACOES
THAP;THALASSIUSA0;;42.152.864/0001-79;;;
THEA;;;;;;
TIGR;TIGRE;;84.684.455/0001-63;;Não Classificados / Não Classificado / Não Classificados;EMPRESA
TIMS;TIM;TIMS3;13/10/2020;02.421.421/0001-11;;BRADESCO
TJMM;;;21.728.083/0001-00;;Utilidade Pública / Energia Elétrica / Energia Elétrica;ITAU CORRETORA DEBENTURES
TKNO;TEKNO;TKNO4;20/07/1977;33.467.572/0001-34;Pintura de Bobinas e Chapas Metálicas;ITAU CORRETORA ACOES
TLGE;TOPICO;;08.259.544/0001-84;;;
TLIP;TULIP;;13.172.241/0001-60;;;
TMAQ;;;;;;
TMAR;;;33.000.118/0001-79;;;
TMER;;;43.335.774/0001-86;;Não Classificados / Não Classificado / Não Classificados;EMPRESA
TMES;TME S/A;;10.994.254/0001-26;;;
TMPE;TERMOPE;;03.795.050/0001-09;;Utilidade Pública / Energia Elétrica / Energia Elétrica;ITAU CORRETORA ACOES
TMPT;TRAVESSIA SE;;38.028.620/0001-01;;;
TNDA;TENDA ATACAD;;01.157.555/0001-04;;;
TNHL;;;;;;
TOPS;TOP SERVICE;;00.973.749/0001-15;;;
TOSN;;;05.362.905/0001-25;;;
TOTB;TOTALBIOTECN;;07.483.401/0001-99;;;
TOTS;TOTVS;TOTS3;09/03/2006;53.113.791/0001-22;Prestação de serviços de consultoria. assessoria e desenvolvimento de sistemas informatizados (software). atividades de pesquisa e inovação tecnológica. prestação de serviços relacionados à gestão.;ITAU CORRETORA ACOES
TPEN;TPE - TRANS;;26.796.739/0001-45;;;
TPIS;TRIUNFO PART;TPIS3;18/06/2007;03.014.553/0001-91;A Triunfo atua nos segmentos de concessões rodoviárias. aeroportuária. geração de energia e administração portuária.;ITAU CORRETORA ACOES
TPNO;;;15.286.382/0001-39;;;
TPSU;;;15.286.437/0001-00;;;
TPZB;TOPAZIOBM;;07.679.404/0001-00;;;
TQMR;;;34.130.063/0001-84;;;
TQUI;;;14.688.220/0016-40;;;
TRAD;;TRAD3;28/07/2021;26.345.998/0001-50;Desenvolvimento e gestão de plataformas para oferecer produtos e serviços para o mercado financeiro.;ITAU CORRETORA ACOES
TRCC;TCC - TRANSM;;26.796.760/0001-40;;;
TREG;;;03.573.381/0001-96;;;
TRER;;;10.553.895/0001-45;;;
TRFS;;;31.318.293/0001-83;;;
TRGO;ARGOTRANSM;;24.624.490/0001-65;Exploração de concessões de serviços públicos de transmissão de energia. prestado mediante a implantação. operação e manutenção de linhas de transmissão e demais serviços complementares necessários;Não Classificados / Não Classificados / Não Classificado;EMPRESA
TRGP;;;;;;
TRIS;TRISUL;TRIS3;15/10/2007;08.811.643/0001-27;Incorporadora e Construtora;ITAU CORRETORA ACOES
TRIU;;;77.955.532/0001-07;;;
TRIX;;;37.309.079/0001-47;;;
TRLT;TRANSLESTE;;05.974.828/0001-64;;;
TRPI;;;24.870.139/0001-54;;;
TRPL;TRAN PAULIST;TRPL4;26/07/1999;02.998.611/0001-04;Transmissão de Energia Elétrica;ITAU CORRETORA ACOES
TRPZ;TRAPEZIO;;21.793.096/0001-62;;;
TRRG;;;34.840.096/0001-18;;;
TRSR;TRANSIRAPE;;07.153.003/0001-04;;;
TRSU;TRANSUDESTE;;07.085.630/0001-55;;;
TRSZ;;;;;;
TRUH;;;;;;
TRVA;;;28.758.267/0001-61;;;
TRXH;;;09.358.890/0001-82;;;
TRXX;;;;;;
TSBE;;;14.820.905/0001-12;;;
TSCF;;;28.913.030/0001-08;;;
TSCR;;;;;;
TSLE;;;16.383.969/0001-29;;;
TSMM;;;28.008.699/0001-55;;;
TSSA;;;26.609.050/0001-64;Securitização e distribuição de créditos. recebíveis imobiliários e recebíveis do setor de agronegócio;Não Classificados / Não Classificados / Não Classificado;EMPRESA
TSSG;TAG S/A;;06.248.349/0001-23;;;
TSSS;;;;;;
TSVI;;;;;;
TTCH;;;;;;
TTEN;;TTEN3;12/07/2021;94.813.102/0001-70;"Varejo de insumos agrícolas; Recebimento e comercialização de grãos de soja. milho e trigo; e Indústria. na cadeia de soja.";BRADESCO
TTPT;;;;;;
TUBI;;;;;;
TUBS;TUBARAO S/A;;15.012.434/0001-89;;;
TUPR;TUPER;;81.315.426/0001-36;;;
TUPY;;TUPY3;01/07/1966;84.683.374/0003-00;Produtos fundidos para os setores de transporte de carga. infraestrutura. agricultura e geração de energia / conexões em ferro fundido para aplicações em redes hidráulicas e de gás / perfis;BRADESCO
TUTO;;;17.159.229/0001-76;;;
TVEX;;;18.612.511/0001-20;;;
TVFI;;;;;;
TVIA;;;09.043.782/0001-10;;;
TVII;;;;;;
TVIT;TIVIT;;07.073.027/0001-53;;;
TVIV;;;31.908.224/0001-20;;;
TVSA;;;30.037.009/0001-38;;;
TVSC;TRAVESSIAXII;;38.042.674/0001-21;;;
TVSE;TRAVSEC VIII;;36.699.663/0001-93;;;
TVSF;;;;;;
TVSS;TRAVESSIA XI;;37.763.835/0001-03;;;
TVSV;;;32.023.336/0001-66;;;
TVSX;;;37.901.961/0001-87;;;
TVVH;;;;;;
TVXV;TRAVESSIASEC;;38.419.803/0001-58;;;
TXBZ;TBM;;07.671.092/0001-80;FIAÇÃO DE FIBRAS VEGETAIS E SINTETICAS EM TODAS AS MODALIDADES . COMPREENDENDO A FABRICAÇÃO DE FIOS DE ALGODÃO E FIOS MISTOS.;;
TXRX;TEX RENAUX;TXRX4;11/08/1969;82.982.075/0001-80;Fiação e tecelagem de algodão;BRADESCO
TXVI;TRAVESSISECU;;38.419.815/0001-82;;;
TXXI;;;40.004.405/0001-12;;;
TXXV;;;;;;
TXXX;;;;;;
TYPS;;;19.973.828/0001-54;;;
TZRD;3ZREALTY;;08.145.855/0001-12;;;
UASM;;;;;;
UASP;;;;;;
UASR;;;;;;
UASS;;;;;;
UBAT;;;54.470.679/0001-01;;;
UBYA;UBY AGROQUIM;;21.320.221/0001-17;;;
UCAA;;;47.062.997/0001-78;;;
UCAS;;UCAS3;27/04/2012;90.441.460/0001-48;Indústria. comércio. prestação de serviços. importação e exportação de produtos relacionados ao ramo de mobiliário em geral. planejado e modulado de madeira. ferro. aço. alumínio e outros materiais.;BRADESCO
UCTM;;;;;;
UEEC;;;15.313.271/0001-74;;;
UEEJ;JUNCOI;;15.313.226/0001-10;;;
UFVC;;;;;;
UFVP;;;;;;
UFVQ;;;;;;
UFVS;;;;;;
UFVT;;;;;;
UFVY;;;;;;
UGEL;;;05.303.439/0001-07;prestação de serviços comerciais e industriais para indústrias químicas e de transformação de resinas. preparação de misturas químicas. assistência técnica à indústria química e semelhantes.;Não Classificados / Não Classificados / Não Classificado;EMPRESA
UGPA;ULTRAPAR;UGPA3;13/10/1999;33.256.439/0001-39;Atuação em energia. mobilidade e infraestrutura logística por meio da Ultragaz. Ipiranga e Ultracargo.;BRADESCO
UGPQ;;;;;;
UHEJ;;;;;;
UHSM;UHE S SIMAO;;27.352.303/0001-20;;;
ULFT;;;02.476.026/0001-36;;;
UMMC;;;18.540.906/0001-64;;;
UNAZ;;;03.951.798/0001-45;;;
UNEG;UTE GNA I GE;;23.449.511/0001-90;;;
UNEJ;;;15.313.187/0001-50;;;
UNET;;;03.012.230/0001-69;;;
UNIK;;;;;;
UNIP;;UNIP5;04/06/1980;33.958.695/0001-78;Atuar no setor de soda. cloro e derivados. podendo participar como sócia ou acionista de outras sociedades. direta ou indiretamente. inclusive por meio de fundos de investimentos.;ITAU CORRETORA ACOES
UNLC;;;;;;
UNLT;AGORACFI;;36.321.990/0001-07;;;
UNRP;UNIMEDRIOPAR;;12.501.467/0001-02;;;
UNTY;;;;;;
UNYL;;;14.019.108/0001-30;;;
UPKP;UPTICK;UPKP3;11/10/2023;02.162.616/0001-94;;ITAU CORRETORA ACOES
UQMU;;;;;;
UQUF;UNIAOQUIMICA;;60.665.981/0001-18;;Consumo não Cíclico / Comércio e Distribuição / Medicamentos;VORTX DTVM LTDA.
URBC;;;;;;
URBI;;;;;;
URBM;;;;;;
URBS;URBAMAIS;;10.571.175/0001-02;Loteamento e venda de imóveis próprios e de terceiros. a incorporação de imóveis próprios. serviços de engenharia. a participação em outras sociedades. entre outras.;Não Classificados / Não Classificado / Não Classificados;BRADESCO
URSL;SANTAURSULA;;12.053.891/0001-23;;;
USAS;;;;;;
USCA;;;12.282.034/0001-03;;;
USCR;;;08.056.257/0001-77;;;
USEC;CAICARAII;;15.313.113/0001-14;;;
USEM;;;;;;
USIM;;USIM5;18/04/1994;60.894.730/0001-05;Venda de produtos siderúrgicos. como Chapas Grossas. Laminados a quente. a frio. placas. galvanizados. entre outros.;BRADESCO
USJB;USINAJEQUITI;;29.914.974/0001-62;;;
USNA;;;;;;
USNI;;;;;;
USSG;USSGERENCIAD;;01.979.936/0001-79;;;
